# Darya core lexicon - B2 batch (AI scripted)
# rank|dari|translit|pos|register|glossEn|exampleDari|exampleTranslit|exampleEn|tags|variants
3601|به منظور اینکه|ba manzūr-i īnki|conjunction|formal|in order that|به منظور اینکه همه بفهمند، بلندتر گفت.|ba manzūr-i īnki hama bifahmand, buland-tar guft.|In order that everyone understands, he spoke louder.|Grammar & Connectors|
3602|ولو اینکه|walaw īnki|conjunction|formal|even if|ولو اینکه نخواهی، باید انجام دهی.|walaw īnki nakhwāhī, bāyad anjām dihī.|Even if you don't want to, you must do it.|Grammar & Connectors|
3603|مادامی که|mādāmē ki|conjunction|formal|as long as|مادامی که زنده هستم، فراموش نمی‌کنم.|mādāmē ki zinda hastam, farāmōsh namēkunam.|As long as I am alive, I won't forget.|Grammar & Connectors|
3604|به مجرد اینکه|ba mujarrad-i īnki|conjunction|formal|as soon as|به مجرد اینکه رسید، زنگ زد.|ba mujarrad-i īnki rasīd, zang zad.|As soon as he arrived, he called.|Time & Calendar|
3605|حتی الامکان|hattā al-imkān|adverb|formal|as much as possible|حتی الامکان سعی کنید زود بیایید.|hattā al-imkān sa'y kunēd zūd biyāyēd.|Try to come early as much as possible.|Descriptions & Qualities|
3606|در اوایل|dar awāyil|phrase|neutral|in the beginning|در اوایل مشکل بود.|dar awāyil mushkil būd.|In the beginning it was difficult.|Abstract Concepts|
3607|در اواخر|dar awākhir|phrase|neutral|at the end|در اواخر ماه می‌آیم.|dar awākhir-i māh mēāyam.|I will come at the end of the month.|Abstract Concepts|
3608|تا حدودی|tā hudūdē|phrase|neutral|to some extent|من تا حدودی با شما موافقم.|man tā hudūdē bā shumā muwāfiqam.|I agree with you to some extent.|Abstract Concepts|
3609|کم و بیش|kam wa bēsh|phrase|neutral|more or less|کار کم و بیش تمام است.|kār kam wa bēsh tamām ast.|The work is more or less done.|Abstract Concepts|
3610|روی هم|rōy-i ham|phrase|neutral|in total|روی هم پنج صد افغانی شد.|rōy-i ham panj sad afghānī shud.|In total it became five hundred Afghanis.|Abstract Concepts|
3611|بالطبع|bi-t-tab'|adverb|formal|naturally|بالطبع او ناراحت خواهد شد.|bi-t-tab' ō nārāhat khwāhad shud.|Naturally he will be upset.|Descriptions & Qualities|
3612|قهراً|qahran|adverb|formal|forcibly|آنها قهراً او را بیرون بردند.|ānhā qahran ō rā bērūn burdand.|They forcibly took him out.|Descriptions & Qualities|
3613|الزاماً|ilzāman|adverb|formal|necessarily|این بدان معنا نیست که الزاماً اشتباه است.|īn bidān ma'nā nēst ki ilzāman ishtibāh ast.|This does not mean it is necessarily wrong.|Descriptions & Qualities|
3614|طبعاً|tab'an|adverb|formal|naturally|طبعاً انسان به محبت نیاز دارد.|tab'an insān ba muhabbat niyāz dārad.|Naturally humans need love.|Descriptions & Qualities|
3615|مشخصاً|mushakhkhasan|adverb|formal|specifically|من مشخصاً این کتاب را خواستم.|man mushakhkhasan īn kitāb rā khwāstam.|I specifically asked for this book.|Descriptions & Qualities|
3616|مطلقاً|mutlaqan|adverb|formal|absolutely|من مطلقاً چیزی نمی‌دانم.|man mutlaqan chēzē namēdānam.|I absolutely know nothing.|Descriptions & Qualities|
3617|قطعا|qat'an|adverb|formal|definitely|او قطعا خواهد آمد.|ō qat'an khwāhad āmad.|He will definitely come.|Descriptions & Qualities|
3618|نسبت به|nisbat ba|preposition|neutral|towards|او نسبت به من مهربان است.|ō nisbat ba man mihrabān ast.|He is kind towards me.|Grammar & Connectors|
3619|در خصوص|dar khusūs-i|preposition|formal|concerning|در خصوص این پروژه بحث کردیم.|dar khusūs-i īn prōzha bahs kardēm.|We discussed concerning this project.|Grammar & Connectors|
3620|به طور حتم|ba tawr-i hatm|phrase|formal|for sure|به طور حتم او موفق می‌شود.|ba tawr-i hatm ō muwaffaq mēshawad.|For sure he will succeed.|Abstract Concepts|
3621|بلافاصله|bilāfāsila|adverb|neutral|immediately|بلافاصله پس از شنیدن خبر، رفت.|bilāfāsila pas az shunīdan-i khabar, raft.|Immediately after hearing the news, he left.|Descriptions & Qualities|
3622|بدون اغراق|bidūn-i ighrāq|phrase|formal|without exaggeration|بدون اغراق، این بهترین فیلم بود.|bidūn-i ighrāq, īn bihtarīn fīlm būd.|Without exaggeration, this was the best movie.|Abstract Concepts|
3623|به ظاهر|ba zāhir|phrase|neutral|seemingly|به ظاهر او آرام بود.|ba zāhir ō ārām būd.|Seemingly he was calm.|Abstract Concepts|
3624|در باطن|dar bātin|phrase|formal|inwardly|اما در باطن بسیار نگران بود.|ammā dar bātin bisyār nigarān būd.|But inwardly he was very worried.|Abstract Concepts|
3625|به تدریج|ba tadrīj|adverb|neutral|gradually|به تدریج هوا تاریک شد.|ba tadrīj hawā tārīk shud.|Gradually it got dark.|Descriptions & Qualities|
3626|علی‌الاصول|ala al-usūl|adverb|formal|in principle|علی‌الاصول با این طرح موافقم.|ala al-usūl bā īn tarh muwāfiqam.|In principle, I agree with this plan.|Descriptions & Qualities|
3627|در هر صورت|dar har sūrat|phrase|neutral|in any case|در هر صورت، من به شما خبر می‌دهم.|dar har sūrat, man ba shumā khabar mēdiham.|In any case, I will let you know.|Abstract Concepts|
3628|به هر روی|ba har rōy|phrase|formal|anyway|به هر روی، ما باید آماده باشیم.|ba har rōy, mā bāyad āmāda bāshēm.|Anyway, we must be ready.|Abstract Concepts|
3629|با این همه|bā īn hama|phrase|neutral|for all that|با این همه، او را دوست دارم.|bā īn hama, ō rā dōst dāram.|For all that, I like him.|Abstract Concepts|
3630|به موازات|ba muwāzāt-i|preposition|formal|in parallel with|به موازات این کار، باید کار دیگری هم بکنیم.|ba muwāzāt-i īn kār, bāyad kār-i dīgarē ham bikunēm.|In parallel with this work, we must do another work too.|Grammar & Connectors|
3631|در امتداد|dar imtidād-i|preposition|formal|along|آنها در امتداد رودخانه قدم زدند.|ānhā dar imtidād-i rōdkhāna qadam zadand.|They walked along the river.|Grammar & Connectors|
3632|توسط|tawassut-i|preposition|neutral|by means of|این نامه توسط او نوشته شده است.|īn nāma tawassut-i ō nawishta shuda ast.|This letter was written by him.|Grammar & Connectors|
3633|از جانب|az jānib-i|preposition|formal|on behalf of|من از جانب شرکت صحبت می‌کنم.|man az jānib-i shirkat suhbat mēkunam.|I am speaking on behalf of the company.|Grammar & Connectors|
3634|از سوی|az sōy-i|preposition|formal|from the side of|این پیشنهاد از سوی دولت مطرح شد.|īn pēshnihād az sōy-i dawlat matrah shud.|This proposal was presented by the government.|Grammar & Connectors|
3635|از لحاظ|az lihāz-i|preposition|formal|in terms of|از لحاظ اقتصادی، این به نفع ماست.|az lihāz-i iqtisādī, īn ba naf'-i māst.|In terms of economy, this is to our benefit.|Grammar & Connectors|
3636|از نظر|az nazar-i|preposition|neutral|from the viewpoint of|از نظر من، این کار درست است.|az nazar-i man, īn kār durust ast.|From my viewpoint, this task is right.|Grammar & Connectors|
3637|به عقیده|ba aqīda-yi|preposition|formal|in the opinion of|به عقیده کارشناسان، اوضاع بهتر می‌شود.|ba aqīda-yi kārshināsān, awzā' bihtar mēshawad.|In the opinion of experts, the situation will get better.|Grammar & Connectors|
3638|در مقطع|dar maqta'-i|preposition|formal|at the juncture of|در مقطع کنونی، ما نیاز به کمک داریم.|dar maqta'-i kunūnī, mā niyāz ba kumak dārēm.|At the current juncture, we need help.|Grammar & Connectors|
3639|در راستای|dar rāstā-yi|preposition|formal|in line with|در راستای اهداف شرکت قدم برمی‌داریم.|dar rāstā-yi ahdāf-i shirkat qadam barmēdārēm.|We are taking steps in line with the company's goals.|Grammar & Connectors|
3640|در چارچوب|dar chārchōb-i|preposition|formal|within the framework of|این مذاکرات در چارچوب قانون انجام می‌شود.|īn muzākirāt dar chārchōb-i qānūn anjām mēshawad.|These negotiations are conducted within the framework of the law.|Grammar & Connectors|
3641|به اقتضای|ba iqtizā-yi|preposition|formal|as required by|به اقتضای شرایط، تصمیم گرفتیم.|ba iqtizā-yi sharāyit, tasmīm giriftēm.|As required by the conditions, we made a decision.|Grammar & Connectors|
3642|به تناسب|ba tanāsub-i|preposition|formal|in proportion to|حقوق به تناسب کار پرداخت می‌شود.|huqūq ba tanāsub-i kār pardākht mēshawad.|Salary is paid in proportion to the work.|Grammar & Connectors|
3643|در ازای|dar izā-yi|preposition|formal|in exchange for|در ازای کمک او، چه دادی؟|dar izā-yi kumak-i ō, chi dādī?|In exchange for his help, what did you give?|Grammar & Connectors|
3644|به مثابه|ba masāba-yi|preposition|formal|as if|این کار به مثابه خودکشی است.|īn kār ba masāba-yi khudkushī ast.|This act is tantamount to suicide.|Grammar & Connectors|
3645|در قبال|dar qibāl-i|preposition|formal|in return for|ما در قبال شما مسئول هستیم.|mā dar qibāl-i shumā mas'ūl hastēm.|We are responsible towards you.|Grammar & Connectors|
3646|به انضمام|ba inzimām-i|preposition|formal|inclusive of|کتاب به انضمام یک لوح فشرده فروخته می‌شود.|kitāb ba inzimām-i yak lawh-i fushurda furūkhta mēshawad.|The book is sold inclusive of a CD.|Grammar & Connectors|
3647|به انگیزه|ba angēza-yi|preposition|formal|motivated by|او به انگیزه کمک به مردم آمد.|ō ba angēza-yi kumak ba mardum āmad.|He came motivated by helping people.|Grammar & Connectors|
3648|صریحاً|sarīhan|adverb|formal|explicitly|او صریحاً مخالفت کرد.|ō sarīhan mukhālifat kard.|He explicitly opposed.|Descriptions & Qualities|
3649|تلویحاً|talwīhan|adverb|formal|implicitly|او تلویحاً به این موضوع اشاره کرد.|ō talwīhan ba īn mawzū' ishāra kard.|He implicitly referred to this issue.|Descriptions & Qualities|
3650|اجباراً|ijbāran|adverb|formal|compulsorily|ما اجباراً آنجا ماندیم.|mā ijbāran ānjā māndēm.|We compulsorily stayed there.|Descriptions & Qualities|
3651|اختیاراً|ikhtiyāran|adverb|formal|voluntarily|او اختیاراً استعفا داد.|ō ikhtiyāran isti'fā dād.|He voluntarily resigned.|Descriptions & Qualities|
3652|اتفاقی|ittifāqī|adverb|neutral|accidentally|من او را اتفاقی دیدم.|man ō rā ittifāqī dīdam.|I accidentally saw him.|Descriptions & Qualities|
3653|قصداً|qasdan|adverb|formal|intentionally|او قصداً این کار را نکرد.|ō qasdan īn kār rā nakard.|He didn't do this intentionally.|Descriptions & Qualities|
3654|سهواً|sahwan|adverb|formal|inadvertently|من سهواً اشتباه کردم.|man sahwan ishtibāh kardam.|I inadvertently made a mistake.|Descriptions & Qualities|
3655|احتمالی|ihtimālī|adjective|formal|probable|این یک خطر احتمالی است.|īn yak khatar-i ihtimālī ast.|This is a probable risk.|Descriptions & Qualities|
3656|فرضی|farzī|adjective|formal|hypothetical|این یک سوال فرضی است.|īn yak suwāl-i farzī ast.|This is a hypothetical question.|Descriptions & Qualities|
3657|نهایتاً|nahāyatan|adverb|formal|ultimately|نهایتاً او برنده شد.|nahāyatan ō baranda shud.|Ultimately he won.|Descriptions & Qualities|
3658|سیاحتگری|siyahatgari|noun|formal|tourism|سیاحتگری در این کشور توسعه یافته است.|siyahatgari dar in keshwar tawse'a yafteh ast.|Tourism has developed in this country.|Abstract Concepts|
3659|جهانگردی|jahangardi|noun|formal|world tourism|جهانگردی باعث آشنایی با فرهنگ‌ها می‌شود.|jahangardi ba'es-e ashnayi ba farhang-ha mishawad.|World tourism causes familiarity with cultures.|Geography & Places|
3660|جغرافیای طبیعی|jughrafiya-ye tabi'i|noun|neutral|physical geography|جغرافیای طبیعی این منطقه بسیار متنوع است.|jughrafiya-ye tabi'i-ye in mantaqa besyar motanawwe' ast.|The physical geography of this region is very diverse.|Geography & Places|
3661|فرهنگ‌پذیری|farhang-paziri|noun|neutral|acculturation|فرهنگ‌پذیری مهاجران زمان می‌برد.|farhang-paziri-ye mohajeran zaman mibarad.|The acculturation of immigrants takes time.|Abstract Concepts|
3662|میراث فرهنگی|miras-e farhangi|noun|formal|cultural heritage|این بنا جزو میراث فرهنگی است.|in bana jozw-e miras-e farhangi ast.|This building is part of the cultural heritage.|Abstract Concepts|
3663|مناطق استوایی|manateq-e ostowayi|noun|formal|tropical zones|باران‌های شدیدی در مناطق استوایی می‌بارد.|baran-ha-ye shadidi dar manateq-e ostowayi mibarad.|Heavy rains fall in tropical zones.|Abstract Concepts|
3664|مناطق معتدل|manateq-e mo'tadel|noun|formal|temperate zones|بیشتر جمعیت جهان در مناطق معتدل زندگی می‌کنند.|bishtar-e jam'iyat-e jahan dar manateq-e mo'tadel zendagi mikonand.|Most of the world's population lives in temperate zones.|Abstract Concepts|
3665|مجمع‌الجزایر|majma'-ol-jazayer|noun|formal|archipelago|اندونزی یک مجمع‌الجزایر بزرگ است.|andonizi yak majma'-ol-jazayer-e bozorg ast.|Indonesia is a large archipelago.|Abstract Concepts|
3666|دره عمیق|dara-ye 'amiq|noun|formal|canyon/gorge|رودخانه یک دره عمیق ایجاد کرده است.|rodkhana yak dara-ye 'amiq ijad karda ast.|The river has created a deep canyon.|Abstract Concepts|
3667|مرداب|mordab|noun|neutral|swamp/marsh|پرندگان مهاجر به مرداب می‌آیند.|parandagan-e mohajer ba mordab miyayand.|Migratory birds come to the swamp.|Abstract Concepts|
3668|چشمه آب گرم|cheshma-ye ab-e garm|noun|neutral|hot spring|آنها برای درمان به چشمه آب گرم رفتند.|anha baraye darman ba cheshma-ye ab-e garm raftand.|They went to the hot spring for treatment.|Weather & Climate|
3669|گدازه|godaza|noun|formal|lava|گدازه‌های داغ از کوه سرازیر شدند.|godaza-ha-ye dagh az koh sarazir shodand.|Hot lava flowed down from the mountain.|Abstract Concepts|
3670|اقیانوس‌شناسی|oqyanos-shenasi|noun|neutral|oceanography|اقیانوس‌شناسی به درک بهتر دریاها کمک می‌کند.|oqyanos-shenasi ba dark-e behtar-e darya-ha komak mikonad.|Oceanography helps to better understand the seas.|Abstract Concepts|
3671|جریان‌های دریایی|jaryan-ha-ye daryayi|noun|formal|ocean currents|جریان‌های دریایی بر آب و هوا تأثیر می‌گذارند.|jaryan-ha-ye daryayi bar ab o hawa ta'sir migozarand.|Ocean currents affect the climate.|Nature & Environment|
3672|صخره‌های مرجانی|sakhra-ha-ye marjani|noun|formal|coral reefs|صخره‌های مرجانی زیستگاه ماهیان هستند.|sakhra-ha-ye marjani zistgah-e mahiyan hastand.|Coral reefs are habitats for fish.|Abstract Concepts|
3673|گردشگری پایدار|gardeshgari-ye paydar|noun|formal|sustainable tourism|کشورها باید گردشگری پایدار را ترویج کنند.|keshwar-ha bayad gardeshgari-ye paydar ra tarwij konand.|Countries must promote sustainable tourism.|Abstract Concepts|
3674|روادید عبوری|rawadid-e 'obori|noun|formal|transit visa|برای تعویض پرواز به روادید عبوری نیاز دارید.|baraye ta'wiz-e parwaz ba rawadid-e 'obori niyaz darid.|You need a transit visa to change flights.|Abstract Concepts|
3675|معافیت از روادید|mo'afiyat az rawadid|noun|formal|visa exemption|شهروندان این کشور از روادید معافیت دارند.|shahrwandan-e in keshwar az rawadid mo'afiyat darand.|Citizens of this country have visa exemption.|Abstract Concepts|
3676|دیپلماتیک|diplomatik|adjective|formal|diplomatic|پاسپورت دیپلماتیک مزایای زیادی دارد.|pasport-e diplomatik mazaya-ye ziyadi darad.|A diplomatic passport has many benefits.|Descriptions & Qualities|
3677|کنسولگری|qonsulgari|noun|formal|consulate|برای تمدید پاسپورت به کنسولگری مراجعه کنید.|baraye tamdid-e pasport ba qonsulgari moraja'a konid.|Visit the consulate to renew your passport.|Abstract Concepts|
3678|مهاجرت غیرقانونی|mohajerat-e ghayr-e-qanoni|noun|formal|illegal immigration|دولت در تلاش است مهاجرت غیرقانونی را متوقف کند.|dawlat dar talash ast mohajerat-e ghayr-e-qanoni ra motawaqqef konad.|The government is trying to stop illegal immigration.|Law & Justice|
3679|تابعیت دوگانه|tabe'iyat-e dogana|noun|formal|dual citizenship|برخی کشورها تابعیت دوگانه را نمی‌پذیرند.|barkhi keshwar-ha tabe'iyat-e dogana ra nemipazirand.|Some countries do not accept dual citizenship.|Abstract Concepts|
3680|گذرنامه بیومتریک|gozarnama-ye biyometrik|noun|formal|biometric passport|گذرنامه بیومتریک امنیت بیشتری دارد.|gozarnama-ye biyometrik amniyat-e bishtari darad.|A biometric passport has more security.|Travel & Transportation|
3681|کنترل مرزی|kontrol-e marzi|noun|formal|border control|کنترل مرزی در روزهای تعطیل شلوغ است.|kontrol-e marzi dar roz-ha-ye ta'til shologh ast.|Border control is busy during holidays.|Abstract Concepts|
3682|قاچاق انسان|qachaq-e ensan|noun|formal|human trafficking|مبارزه با قاچاق انسان یک اولویت جهانی است.|mobareza ba qachaq-e ensan yak awlawiyat-e jahani ast.|Combating human trafficking is a global priority.|People & Identity|
3683|گمرکات|gomrokat|noun|formal|customs|ماموران گمرکات بارها را بازرسی کردند.|ma'moran-e gomrokat bar-ha ra bazrasi kardand.|Customs officials inspected the luggage.|Abstract Concepts|
3684|اظهارنامه گمرکی|ezharnama-ye gomroki|noun|formal|customs declaration|لطفاً فرم اظهارنامه گمرکی را پر کنید.|lotfan form-e ezharnama-ye gomroki ra por konid.|Please fill out the customs declaration form.|Abstract Concepts|
3685|تجارت آزاد|tejarat-e azad|noun|formal|free trade|توافق‌نامه تجارت آزاد امضا شد.|tawafoq-nama-ye tejarat-e azad emza shod.|The free trade agreement was signed.|Work & Business|
3686|هوانوردی|hawanawardi|noun|formal|aviation|تکنولوژی هوانوردی پیشرفت زیادی کرده است.|teknoloji-ye hawanawardi peshraft-e ziyadi karda ast.|Aviation technology has advanced a lot.|Abstract Concepts|
3687|هواپیمایی کشوری|hawapaymayi-ye keshwari|noun|formal|civil aviation|سازمان هواپیمایی کشوری قوانین جدیدی وضع کرد.|sazman-e hawapaymayi-ye keshwari qawanin-e jadidi waz' kard.|The Civil Aviation Organization enacted new rules.|Abstract Concepts|
3688|برج مراقبت|borj-e moraqebat|noun|formal|control tower|برج مراقبت اجازه فرود را صادر کرد.|borj-e moraqebat ejaza-ye forod ra sader kard.|The control tower issued landing permission.|Abstract Concepts|
3689|باند فرودگاه|band-e forodgah|noun|neutral|runway|هواپیما در حال نزدیک شدن به باند فرودگاه است.|hawapayma dar hal-e nazdik shodan ba band-e forodgah ast.|The plane is approaching the runway.|Abstract Concepts|
3690|آشیانه هواپیما|ashiyana-ye hawapayma|noun|formal|airplane hangar|هواپیماها برای تعمیر به آشیانه منتقل شدند.|hawapayma-ha baraye ta'mir ba ashiyana montaqel shodand.|The planes were moved to the hangar for repair.|Abstract Concepts|
3691|جعبه سیاه|ja'ba-ye siyah|noun|neutral|black box|تیم جستجو به دنبال جعبه سیاه هواپیما است.|tim-e jostojo ba dombal-e ja'ba-ye siyah-e hawapayma ast.|The search team is looking for the plane's black box.|Colors & Shapes|
3692|ارتفاع‌سنج|ertefa'-sanj|noun|neutral|altimeter|ارتفاع‌سنج نشان داد که ما در حال نزول هستیم.|ertefa'-sanj neshan dad ke ma dar hal-e nozol hastim.|The altimeter showed that we are descending.|Abstract Concepts|
3693|مهماندار|mehmandar|noun|neutral|flight attendant|مهماندار از مسافران پذیرایی کرد.|mehmandar az mosaferan pazirayi kard.|The flight attendant served the passengers.|Travel & Transportation|
3694|خلبان کمک|khalaban-e komak|noun|neutral|co-pilot|خلبان کمک کنترل هواپیما را به دست گرفت.|khalaban-e komak kontrol-e hawapayma ra ba dast gereft.|The co-pilot took control of the plane.|Abstract Concepts|
3695|پرواز چارتر|parwaz-e charter|noun|neutral|charter flight|پرواز چارتر معمولاً ارزان‌تر است.|parwaz-e charter ma'molan arzan-tar ast.|A charter flight is usually cheaper.|Travel & Transportation|
3696|پرواز مستقیم|parwaz-e mostaqim|noun|neutral|direct flight|من همیشه ترجیح می‌دهم با پرواز مستقیم سفر کنم.|man hamesha tarjih midaham ba parwaz-e mostaqim safar konam.|I always prefer to travel by direct flight.|Travel & Transportation|
3697|توقف بین راهی|tawaqqof-e bayn-e-rahi|noun|neutral|layover|پرواز ما دوازده ساعت توقف بین راهی دارد.|parwaz-e ma dawazdah sa'at tawaqqof-e bayn-e-rahi darad.|Our flight has a twelve-hour layover.|Abstract Concepts|
3698|آشفتگی هوا|ashoftagi-ye hawa|noun|formal|air turbulence|هواپیما دچار آشفتگی هوا شد.|hawapayma dochar-e ashoftagi-ye hawa shod.|The plane experienced air turbulence.|Abstract Concepts|
3699|فرود اضطراری|forod-e eztarari|noun|formal|emergency landing|به دلیل نقص فنی، خلبان فرود اضطراری کرد.|ba dalil-e naqs-e fanni, khalaban forod-e eztarari kard.|Due to technical failure, the pilot made an emergency landing.|Abstract Concepts|
3700|نقص فنی|naqs-e fanni|noun|formal|technical failure|پرواز به دلیل نقص فنی تأخیر دارد.|parwaz ba dalil-e naqs-e fanni ta'khir darad.|The flight is delayed due to technical failure.|Abstract Concepts|
3701|کمربند ایمنی|kamarband-e imeni|noun|neutral|seatbelt|لطفاً کمربند ایمنی خود را ببندید.|lotfan kamarband-e imeni-ye khod ra bebandid.|Please fasten your seatbelt.|Abstract Concepts|
3702|جلیقه نجات|jeliqa-ye najat|noun|neutral|life jacket|جلیقه نجات زیر صندلی شما قرار دارد.|jeliqa-ye najat zir-e sandali-ye shoma qarar darad.|The life jacket is located under your seat.|Clothing & Fashion|
3703|ماسک اکسیژن|mask-e oksijen|noun|neutral|oxygen mask|در مواقع اضطراری ماسک اکسیژن رها می‌شود.|dar mawaqe'-e eztarari mask-e oksijen raha mishawad.|In emergencies, the oxygen mask is released.|Abstract Concepts|
3704|چمدان دستی|chamedan-e dasti|noun|neutral|carry-on baggage|فقط یک چمدان دستی می‌توانید با خود به داخل بیاورید.|faqat yak chamedan-e dasti mitawanid ba khod ba dakhel biyaresid.|You can only bring one carry-on baggage inside with you.|Abstract Concepts|
3705|اضافه‌بار|ezafa-bar|noun|neutral|excess baggage|شما باید برای اضافه‌بار جریمه بپردازید.|shoma bayad baraye ezafa-bar jarima bepardazid.|You must pay a fine for excess baggage.|Abstract Concepts|
3706|بارنامه|barnama|noun|formal|waybill/bill of lading|بارنامه همراه محموله ارسال می‌شود.|barnama hamrah-e mahmola ersal mishawad.|The waybill is sent along with the shipment.|Abstract Concepts|
3707|بازرسی بدنی|bazrasi-ye badani|noun|formal|body search|ماموران امنیتی اقدام به بازرسی بدنی کردند.|ma'moran-e amniyati eqdam ba bazrasi-ye badani kardand.|Security officers conducted a body search.|Body & Anatomy|
3708|دستگاه ایکس‌ری|dastgah-e iks-rey|noun|neutral|X-ray machine|تمام وسایل باید از دستگاه ایکس‌ری عبور کنند.|tamam-e wasayel bayad az dastgah-e iks-rey 'obor konand.|All items must pass through the X-ray machine.|Science & Technology|
3709|فلزیاب|felez-yab|noun|neutral|metal detector|شخص هنگام عبور از دروازه فلزیاب متوقف شد.|shakhs hengam-e 'obor az darwaza-ye felez-yab motawaqqef shod.|The person was stopped when passing through the metal detector gate.|Materials & Substances|
3710|سالن ترانزیت|salon-e tranzit|noun|neutral|transit lounge|مسافران در سالن ترانزیت منتظر پرواز بعدی هستند.|mosaferan dar salon-e tranzit montazer-e parwaz-e ba'di hastand.|Passengers are waiting in the transit lounge for the next flight.|Abstract Concepts|
3711|فروشگاه معاف از مالیات|foroshgah-e mo'af az maliyat|noun|formal|duty-free shop|از فروشگاه معاف از مالیات عطر خریدم.|az foroshgah-e mo'af az maliyat 'etr kharidam.|I bought perfume from the duty-free shop.|Work & Business|
3712|ارز خارجی|arz-e khareji|noun|formal|foreign currency|برای سفر به ارز خارجی نیاز داریم.|baraye safar ba arz-e khareji niyaz darim.|We need foreign currency for the trip.|Abstract Concepts|
3713|حواله بانکی|hawala-ye banki|noun|formal|bank transfer|مبلغ از طریق حواله بانکی پرداخت شد.|mablagh az tariq-e hawala-ye banki pardakht shod.|The amount was paid via bank transfer.|Money & Finance|
3714|چک مسافرتی|chek-e mosaferati|noun|neutral|traveler's check|امروزه کمتر از چک مسافرتی استفاده می‌شود.|emroza kamtar az chek-e mosaferati estefada mishawad.|Today, traveler's checks are used less often.|Abstract Concepts|
3715|بیمه مسافرتی|bima-ye mosaferati|noun|neutral|travel insurance|خرید بیمه مسافرتی برای این سفر الزامی است.|kharid-e bima-ye mosaferati baraye in safar elzami ast.|Buying travel insurance is mandatory for this trip.|Travel & Transportation|
3716|راهنمای تور|rahnama-ye tor|noun|neutral|tour guide|راهنمای تور توضیحات جالبی درباره این مکان داد.|rahnama-ye tor tawzihat-e jalebi darbara-ye in makan dad.|The tour guide gave interesting explanations about this place.|Abstract Concepts|
3717|تورلیدر|tor-lider|noun|spoken|tour leader|تورلیدر برنامه فردا را اعلام کرد.|tor-lider barnama-ye farda ra e'lam kard.|The tour leader announced tomorrow's schedule.|Society & Politics|
3718|برنامه سفر|barnama-ye safar|noun|neutral|itinerary|ما یک برنامه سفر فشرده داریم.|ma yak barnama-ye safar-e feshorda darim.|We have a tight itinerary.|Abstract Concepts|
3719|رزرو هتل|rezerv-e hotel|noun|neutral|hotel reservation|رزرو هتل را به صورت آنلاین انجام دادم.|rezerv-e hotel ra ba sorat-e anlayn anjam dadam.|I did the hotel reservation online.|Travel & Transportation|
3720|اقامتگاه بوم‌گردی|eqamatgah-e bom-gardi|noun|formal|eco-lodge|شب را در یک اقامتگاه بوم‌گردی گذراندیم.|shab ra dar yak eqamatgah-e bom-gardi gozarandim.|We spent the night in an eco-lodge.|Abstract Concepts|
3721|هاستل|hastel|noun|neutral|hostel|اقامت در هاستل برای دانشجویان ارزان‌تر است.|eqamat dar hastel baraye daneshjoyan arzan-tar ast.|Staying in a hostel is cheaper for students.|Abstract Concepts|
3722|متل|motel|noun|neutral|motel|در بین راه در یک متل استراحت کردیم.|dar bayn-e rah dar yak motel esterahat kardim.|We rested in a motel on the way.|Abstract Concepts|
3723|مهمان‌پذیر|mehman-pazir|noun|neutral|guesthouse|این مهمان‌پذیر اتاق‌های تمیزی دارد.|in mehman-pazir otaq-ha-ye tamizi darad.|This guesthouse has clean rooms.|Abstract Concepts|
3724|اتاق یک‌تخته|otaq-e yak-takhta|noun|neutral|single room|من یک اتاق یک‌تخته نیاز دارم.|man yak otaq-e yak-takhta niyaz daram.|I need a single room.|Home & Furniture|
3725|اتاق دوتخته|otaq-e do-takhta|noun|neutral|double room|هزینه اتاق دوتخته چقدر است؟|hazina-ye otaq-e do-takhta cheqadar ast?|How much does a double room cost?|Home & Furniture|
3726|سوئیت|so'it|noun|neutral|suite|آنها یک سوئیت مجلل رزرو کردند.|anha yak so'it-e mojallal rezerv kardand.|They booked a luxurious suite.|Abstract Concepts|
3727|خدمات اتاق|khadamat-e otaq|noun|neutral|room service|برای صبحانه از خدمات اتاق استفاده کردیم.|baraye sobhana az khadamat-e otaq estefada kardim.|We used room service for breakfast.|Home & Furniture|
3728|لابی|labi|noun|neutral|lobby|دوستانم در لابی هتل منتظر هستند.|dostanam dar labi-ye hotel montazer hastand.|My friends are waiting in the hotel lobby.|Abstract Concepts|
3729|صندوق امانات|sanduq-e amanat|noun|formal|safe deposit box|اشیاء قیمتی خود را در صندوق امانات بگذارید.|ashiya-ye qimati-ye khod ra dar sanduq-e amanat bogozarid.|Put your valuables in the safe deposit box.|Abstract Concepts|
3730|نظافتچی|nezafatchi|noun|neutral|cleaner/housekeeper|نظافتچی هر روز اتاق را مرتب می‌کند.|nezafatchi har roz otaq ra morattab mikonad.|The cleaner tidies the room every day.|Abstract Concepts|
3731|انعام|in'am|noun|neutral|tip/gratuity|در این رستوران دادن انعام مرسوم است.|dar in restorant dadan-e in'am marsom ast.|Giving a tip is customary in this restaurant.|Abstract Concepts|
3732|موزه ملی|moza-ye melli|noun|neutral|national museum|آثار باستانی در موزه ملی نگهداری می‌شوند.|asar-e bastani dar moza-ye melli negahdari mishawand.|Ancient artifacts are kept in the national museum.|Abstract Concepts|
