# Darya core lexicon - B1 batch (AI scripted)
# rank|dari|translit|pos|register|glossEn|exampleDari|exampleTranslit|exampleEn|tags|variants
2217|عصبانی شدن|asabānī shudan|verb|neutral|to get angry|پدرم خیلی عصبانی شد.|padaram khaylē asabānī shud.|My father got very angry.|Emotions & Feelings|shaw
2218|دعوا کردن|dawā kardan|verb|neutral|to fight/argue|برادران گاهی با هم دعوا می‌کنند.|barādarān gāhē bā ham dawā mēkunand.|Brothers sometimes fight with each other.|War & Conflict|kun
2219|آشتی کردن|āshtī kardan|verb|neutral|to reconcile|ما بعد از یک هفته آشتی کردیم.|mā bad az yak hafta āshtī kardēm.|We reconciled after a week.|Actions & Movement|kun
2220|احساس همدردی|ihsās-i hamdardī|noun|formal|sympathy|من با شما احساس همدردی می‌کنم.|man bā shumā ihsās-i hamdardī mēkunam.|I feel sympathy for you.|Abstract Concepts|
2221|بی‌رحم|bē-rahm|adjective|neutral|ruthless|او یک قاتل بی‌رحم بود.|ō yak qātil-i bē-rahm būd.|He was a ruthless killer.|Descriptions & Qualities|
2222|انزوا|inzawā|noun|formal|isolation|او در انزوا زندگی می‌کند.|ō dar inzawā zindagī mēkunad.|He lives in isolation.|Abstract Concepts|
2223|مشارکت|mushārikat|noun|formal|participation|مشارکت مردم در انتخابات مهم است.|mushārikat-i mardum dar intikhābāt muhim ast.|People's participation in the elections is important.|Abstract Concepts|
2224|تعامل|taāmul|noun|formal|interaction|تعامل با دیگران مهارت می‌خواهد.|taāmul bā dīgarān mahārat mēkhwāhad.|Interacting with others requires skill.|Abstract Concepts|
2225|همدستی|hamdastī|noun|neutral|complicity|او متهم به همدستی در جرم است.|ō muttahim ba hamdastī dar jurm ast.|He is accused of complicity in the crime.|Abstract Concepts|
2226|نفوذ|nufūz|noun|formal|influence/penetration|این فرد نفوذ زیادی در دولت دارد.|īn fard nufūz-i ziyādē dar dawlat dārad.|This person has a lot of influence in the government.|Abstract Concepts|
2227|قدرت|qudrat|noun|neutral|power|قدرت دست مردم است.|qudrat dast-i mardum ast.|Power is in the hands of the people.|Society & Politics|
2228|ضعف|zaif|noun|formal|weakness|باید ضعف‌های خود را بشناسیم.|bāyad zaifhā-yi khud rā bishnāsēm.|We must know our weaknesses.|Abstract Concepts|
2229|اعتبار|itibār|noun|formal|credibility|این خبر اعتبار ندارد.|īn khabar itibār nadārad.|This news has no credibility.|Abstract Concepts|
2230|شهرت|shuhrat|noun|formal|fame|او شهرت جهانی دارد.|ō shuhrat-i jahānī dārad.|He has worldwide fame.|Abstract Concepts|
2231|شخصیت|shakhsiyat|noun|neutral|personality|او شخصیت قوی دارد.|ō shakhsiyat-i qawī dārad.|He has a strong personality.|Abstract Concepts|
2232|نگرش|nigarish|noun|formal|attitude|نگرش او به زندگی مثبت است.|nigarish-i ō ba zindagī musbat ast.|His attitude towards life is positive.|Abstract Concepts|
2233|اعتقاد|itiqād|noun|formal|belief|او اعتقادات مذهبی قوی دارد.|ō itiqādāt-i mazhabī-yi qawī dārad.|He has strong religious beliefs.|Religion & Beliefs|
2234|تعصب|taassub|noun|formal|prejudice/bigotry|تعصب کورکورانه خطرناک است.|taassub-i kōr-kōrāna khatarnāk ast.|Blind prejudice is dangerous.|Abstract Concepts|
2235|قضاوت|qazāwat|noun|formal|judgment|قضاوت در مورد دیگران آسان نیست.|qazāwat dar mawrid-i dīgarān āsān nēst.|Judging others is not easy.|Abstract Concepts|
2236|تعهدات|tahudāt|noun|formal|obligations/commitments|باید به تعهدات خود عمل کنیم.|bāyad ba tahudāt-i khud amal kunēm.|We must fulfill our obligations.|Abstract Concepts|
2237|انگیزه|angēza|noun|formal|motivation|او انگیزه کافی برای درس خواندن ندارد.|ō angēza-yi kāfī barāyi dars khwāndan nadārad.|He doesn't have enough motivation to study.|Abstract Concepts|
2238|آرزو|ārzō|noun|neutral|wish|من آرزوهای بزرگی دارم.|man ārzōhā-yi buzurgē dāram.|I have big wishes.|Abstract Concepts|
2239|حسرت|hasrat|noun|formal|regret/longing|او با حسرت به گذشته نگاه می‌کند.|ō bā hasrat ba guzashta nigāh mēkunad.|He looks at the past with longing.|Abstract Concepts|
2240|بدگمانی|bad-gumānī|noun|formal|suspicion|بدگمانی باعث نابودی روابط می‌شود.|bad-gumānī bāis-i nābūdī-yi rawābit mēshawad.|Suspicion causes the destruction of relationships.|Abstract Concepts|
2241|خوش‌بینی|khush-bīnī|noun|formal|optimism|خوش‌بینی کلید موفقیت است.|khush-bīnī kilīd-i muwaffaqiyat ast.|Optimism is the key to success.|Abstract Concepts|
2242|کینه توزی|kīna-tōzī|noun|formal|vindictiveness|کینه توزی کار افراد ضعیف است.|kīna-tōzī kār-i afrād-i zaīf ast.|Vindictiveness is the act of weak people.|Abstract Concepts|
2243|انتقام|intiqām|noun|neutral|revenge|او به دنبال انتقام بود.|ō ba dumbāl-i intiqām būd.|He was seeking revenge.|Abstract Concepts|
2244|تسامح|tasāmuh|noun|formal|tolerance|تسامح در جامعه یک ضرورت است.|tasāmuh dar jāmia yak zarūrat ast.|Tolerance is a necessity in society.|Abstract Concepts|
2245|بردباری|burdbārī|noun|formal|forbearance/tolerance|بردباری شما قابل تقدیر است.|burdbārī-yi shumā qābil-i taqdīr ast.|Your forbearance is appreciated.|Abstract Concepts|
2246|مدارا|mudārā|noun|formal|compromise/tolerance|باید با مشکلات مدارا کرد.|bāyad bā mushkilāt mudārā kard.|One must show tolerance towards problems.|Abstract Concepts|
2247|گستاخی|gustākhī|noun|formal|audacity/rudeness|گستاخی او حد و مرزی ندارد.|gustākhī-yi ō had wa marzē nadārad.|His rudeness knows no bounds.|Abstract Concepts|
2248|شرمساری|sharmsārī|noun|formal|shame|او از این کار احساس شرمساری کرد.|ō az īn kār ihsās-i sharmsārī kard.|He felt shame because of this action.|Abstract Concepts|
2249|بی‌شرمی|bē-sharmī|noun|formal|shamelessness|با بی‌شرمی تمام دروغ گفت.|bā bē-sharmī-yi tamām durōgh guft.|He lied with complete shamelessness.|Abstract Concepts|
2250|انصاف|insāf|noun|formal|fairness|باید با انصاف رفتار کنیم.|bāyad bā insāf raftār kunēm.|We must behave with fairness.|Abstract Concepts|
2251|ظلم|zulm|noun|formal|oppression|ظلم پایدار نمی‌ماند.|zulm pāydār namēmānad.|Oppression doesn't last.|Abstract Concepts|
2252|ستم|sitam|noun|formal|tyranny|مردم از ستم خسته شده‌اند.|mardum az sitam khasta shuda-and.|People are tired of tyranny.|Abstract Concepts|
2253|همدردی کردن|hamdardī kardan|verb|formal|to sympathize|ما با زلزله‌زدگان همدردی می‌کنیم.|mā bā zilzila-zadagān hamdardī mēkunēm.|We sympathize with the earthquake victims.|Actions & Movement|kun
2254|ترجیح دادن|tarjēh dādan|verb|neutral|to prefer|من چای را به قهوه ترجیح می‌دهم.|man chāy rā ba qahwa tarjēh mēdiham.|I prefer tea to coffee.|Actions & Movement|dih
2255|باور داشتن|bāwar dāshtan|verb|neutral|to believe|من به تو باور دارم.|man ba tu bāwar dāram.|I believe in you.|Actions & Movement|dār
2256|شک کردن|shak kardan|verb|neutral|to doubt|به حرف‌هایش شک کردم.|ba harfhāyash shak kardam.|I doubted his words.|Actions & Movement|kun
2257|مأیوس|ma'yūs|adjective|formal|desperate|مأیوس نشوید.|ma'yūs nashawēd.|Do not be desperate.|Descriptions & Qualities|
2258|دلگیر|dil-gīr|adjective|neutral|sad|از رفتار تو دلگیر شدم.|az raftār-i tu dil-gīr shudam.|I became sad from your behavior.|Emotions & Feelings|
2259|رنجیده|ranjēda|adjective|formal|offended|او از من رنجیده است.|ō az man ranjēda ast.|He is offended by me.|Descriptions & Qualities|
2260|صمیمی شدن|samīmī shudan|verb|neutral|to become intimate|آنها به زودی صمیمی شدند.|ānhā ba zūdī samīmī shudand.|They quickly became close.|Actions & Movement|shaw
2261|پذیرش|pazīrish|noun|formal|acceptance|پذیرش این حقیقت سخت است.|pazīrish-i īn haqīqat sakht ast.|Acceptance of this truth is hard.|Abstract Concepts|
2262|طرد کردن|tard kardan|verb|formal|to reject|خانواده‌اش او را طرد کردند.|khānawāda-ash ō rā tard kardand.|His family rejected him.|Actions & Movement|kun
2263|آزار دادن|āzār dādan|verb|neutral|to annoy/hurt|دیگران را آزار نده.|dīgarān rā āzār nadih.|Don't hurt others.|Health & Medicine|dih
2264|اذیت کردن|aziyat kardan|verb|neutral|to bother|صدای بلند مرا اذیت می‌کند.|sadā-yi buland marā aziyat mēkunad.|The loud noise bothers me.|Actions & Movement|kun
2265|خشنود|khushnūd|adjective|formal|pleased|مدیر از کارم خشنود است.|mudīr az kāram khushnūd ast.|The manager is pleased with my work.|Descriptions & Qualities|
2266|ناراحت|nārāhat|adjective|neutral|upset|او از این خبر ناراحت شد.|ō az īn khabar nārāhat shud.|He got upset by this news.|Descriptions & Qualities|
2267|خشمگین|khashmgīn|adjective|formal|furious|پدرش خشمگین بود.|padar-ash khashmgīn būd.|His father was furious.|Descriptions & Qualities|
2268|بی‌پروا|bē-parwā|adjective|formal|reckless|جوان بی‌پروا تصادف کرد.|jawān-i bē-parwā tasāduf kard.|The reckless youth had an accident.|Descriptions & Qualities|
2269|حساس|hassās|adjective|neutral|sensitive|او در مورد این موضوع بسیار حساس است.|ō dar mawrid-i īn mawzū bisyār hassās ast.|He is very sensitive about this issue.|Descriptions & Qualities|
2270|خون‌سرد|khūnsard|adjective|neutral|cool-headed|در مواقع خطر خون‌سرد باش.|dar mawāqi-i khatar khūnsard bāsh.|Stay cool-headed in times of danger.|Weather & Climate|
2271|خیرخواه|khayrkhwāh|adjective|formal|benevolent|او یک انسان خیرخواه است.|ō yak insān-i khayrkhwāh ast.|He is a benevolent human being.|Descriptions & Qualities|
2272|بدخواه|badkhwāh|adjective|formal|malevolent|بدخواهان همیشه شکست می‌خورند.|badkhwāhān hamēsha shikast mēkhurand.|Malevolent people always fail.|Descriptions & Qualities|
2273|بذله‌گو|bazla-gō|adjective|formal|jocular|دوست من بسیار بذله‌گو است.|dōst-i man bisyār bazla-gō ast.|My friend is very jocular.|Descriptions & Qualities|
2274|کینه‌توز|kīna-tōz|adjective|formal|vindictive|آدم‌های کینه‌توز هرگز آرامش ندارند.|ādam-hā-yi kīna-tōz hargiz ārāmish nadārand.|Vindictive people never have peace.|Descriptions & Qualities|
2275|فرومایه|furō-māya|adjective|formal|base/mean|رفتار او بسیار فرومایه بود.|raftār-i ō bisyār furō-māya būd.|His behavior was very base.|Descriptions & Qualities|
2276|باوقار|bā-waqār|adjective|formal|dignified|پیرمرد باوقار قدم می‌زد.|pērmard-i bā-waqār qadam mēzad.|The dignified old man was walking.|Descriptions & Qualities|
2277|سبک‌سر|sabuk-sar|adjective|formal|frivolous|جوان سبک‌سر به حرف کسی گوش نمی‌دهد.|jawān-i sabuk-sar ba harf-i kasē gōsh namēdihad.|A frivolous youth does not listen to anyone.|Descriptions & Qualities|
2278|متقاعد کردن|mutaqāid kardan|verb|formal|to persuade|بالاخره او را متقاعد کردم.|bālākhira ō rā mutaqāid kardam.|I finally persuaded him.|Actions & Movement|kun
2279|مقهور|maqhūr|adjective|formal|vanquished|دشمن مقهور قدرت ما شد.|dushman maqhūr-i qudrat-i mā shud.|The enemy was vanquished by our power.|Descriptions & Qualities|
2280|تأمل|taammul|noun|formal|reflection/thought|این مسئله نیاز به تأمل دارد.|īn mas'ala niyāz ba taammul dārad.|This issue requires reflection.|Abstract Concepts|
2281|همفکری|hamfikrī|noun|neutral|consensus/collaboration|با همفکری مشکل حل شد.|bā hamfikrī mushkil hal shud.|The problem was solved with collaboration.|Abstract Concepts|
2282|درک|dark|noun|neutral|comprehension/understanding|درک این موضوع سخت نیست.|dark-i īn mawzū sakht nēst.|Understanding this topic is not difficult.|Abstract Concepts|
2283|بدرفتاری|badraftārī|noun|neutral|mistreatment|بدرفتاری با حیوانات ممنوع است.|badraftārī bā haywānāt mamnū ast.|Mistreatment of animals is forbidden.|Abstract Concepts|
2284|خوش‌رفتاری|khushraftārī|noun|formal|good behavior|خوش‌رفتاری با مهمان سنت ماست.|khushraftārī bā mihmān sunnat-i māst.|Good behavior towards guests is our tradition.|Abstract Concepts|
2285|هم‌دردی|ham-dardī|noun|neutral|sympathy|ما نیاز به هم‌دردی داریم.|mā niyāz ba ham-dardī dārēm.|We need sympathy.|Abstract Concepts|
2286|بی‌اعتمادی|bē-itimādī|noun|neutral|distrust|بی‌اعتمادی در جامعه افزایش یافته است.|bē-itimādī dar jāmia afzāyish yāfta ast.|Distrust has increased in society.|Abstract Concepts|
2287|تظاهر|tazāhur|noun|formal|pretense/hypocrisy|از تظاهر بیزارم.|az tazāhur bēzāram.|I hate pretense.|Abstract Concepts|
2288|ریاکار|riyākār|adjective|formal|hypocrite|او آدم ریاکاری است.|ō ādam-i riyākārē ast.|He is a hypocrite.|Descriptions & Qualities|
2289|صریح|sarīh|adjective|formal|explicit/frank|او با لحنی صریح حرف زد.|ō bā lahnē sarīh harf zad.|He spoke in a frank tone.|Descriptions & Qualities|
2290|دوست‌داشتنی|dōst-dāshtanī|adjective|neutral|lovable|او دختر بسیار دوست‌داشتنی است.|ō dukhtar-i bisyār dōst-dāshtanī ast.|She is a very lovable girl.|Descriptions & Qualities|
2291|تنفر|tanaffur|noun|formal|hatred|احساس تنفر نسبت به او داشت.|ihsās-i tanaffur nisbat ba ō dāsht.|He had a feeling of hatred towards him.|Abstract Concepts|
2292|دلپذیر|dilpazīr|adjective|formal|pleasant|آب و هوای کابل در بهار دلپذیر است.|āb wa hawā-yi kābul dar bahār dilpazīr ast.|Kabul's weather in spring is pleasant.|Descriptions & Qualities|
2293|آرامش‌بخش|ārāmish-bakhsh|adjective|formal|soothing|موسیقی سنتی بسیار آرامش‌بخش است.|mūsīqī-yi sunnatī bisyār ārāmish-bakhsh ast.|Traditional music is very soothing.|Descriptions & Qualities|
2294|دلخراش|dilkharāsh|adjective|formal|heartbreaking|خبر تصادف بسیار دلخراش بود.|khabar-i tasāduf bisyār dilkharāsh būd.|The news of the accident was heartbreaking.|Descriptions & Qualities|
2295|تسکین|taskīn|noun|formal|relief|این دارو باعث تسکین درد می‌شود.|īn dārū bāis-i taskīn-i dard mēshawad.|This medicine causes relief of pain.|Abstract Concepts|
2296|محنت|mihnat|noun|formal|hardship|پس از سال‌ها محنت به موفقیت رسید.|pas az sālhā mihnat ba muwaffaqiyat rasīd.|After years of hardship, he reached success.|Abstract Concepts|
2297|شکوفایی|shukōfāī|noun|formal|flourishing|جامعه در مسیر شکوفایی است.|jāmia dar masīr-i shukōfāī ast.|Society is on the path to flourishing.|Abstract Concepts|
2298|آرزومند|ārzōmand|adjective|formal|desirous/hopeful|من آرزومند موفقیت شما هستم.|man ārzōmand-i muwaffaqiyat-i shumā hastam.|I am hopeful for your success.|Descriptions & Qualities|
2299|شیفته|shēfta|adjective|formal|fascinated/infatuated|او شیفته هنر است.|ō shēfta-yi hunar ast.|He is fascinated by art.|Descriptions & Qualities|
2300|مدهوش|madhōsh|adjective|formal|intoxicated/amazed|از دیدن آن منظره مدهوش شدم.|az dīdan-i ān manzara madhōsh shudam.|I was amazed by seeing that view.|Descriptions & Qualities|
2301|فرتوت|fartūt|adjective|formal|decrepit/old|پیرمرد فرتوت به عصا تکیه داده بود.|pērmard-i fartūt ba asā takya dāda būd.|The old decrepit man leaned on his cane.|Descriptions & Qualities|
2302|تکبر|takabbur|noun|formal|arrogance|تکبر او باعث دوری دوستانش شد.|takabbur-i ō bāis-i dūrī-yi dōstān-ash shud.|His arrogance caused the distance of his friends.|Abstract Concepts|
2303|حیا|hayā|noun|formal|modesty|حیا یکی از صفات خوب اوست.|hayā yakē az sifāt-i khūb-i ōst.|Modesty is one of his good traits.|Abstract Concepts|
2304|شرمگین|sharmgīn|adjective|formal|ashamed|او از رفتار خود شرمگین بود.|ō az raftār-i khud sharmgīn būd.|He was ashamed of his behavior.|Emotions & Feelings|
2305|بی‌باک|bē-bāk|adjective|formal|fearless|سرباز بی‌باک به دشمن حمله کرد.|sarbāz-i bē-bāk ba dushman hamla kard.|The fearless soldier attacked the enemy.|Descriptions & Qualities|
2306|شجاع|shujā|adjective|neutral|brave|او انسان شجاعی است.|ō insān-i shujāē ast.|He is a brave human being.|Descriptions & Qualities|
2307|بزدل|buzdil|adjective|neutral|coward|بزدل‌ها هیچ‌گاه پیروز نمی‌شوند.|buzdil-hā hēch-gāh pērōz namēshawand.|Cowards never win.|Descriptions & Qualities|
2308|صبوری|sabūrī|noun|formal|patience|صبوری پیشه کن.|sabūrī pēsha kun.|Practice patience.|Abstract Concepts|
2309|آشفته|āshufta|adjective|formal|disturbed/confused|وضعیت بازار آشفته است.|waz'iyat-i bāzār āshufta ast.|The market situation is disturbed.|Descriptions & Qualities|
2310|پریشان|parēshān|adjective|formal|distressed|چرا اینقدر پریشان هستی؟|charā īnqadar parēshān hastī?|Why are you so distressed?|Descriptions & Qualities|
2311|سردرگم|sar-dargum|adjective|neutral|confused|من در این شهر بزرگ سردرگم شدم.|man dar īn shahr-i buzurg sar-dargum shudam.|I became confused in this big city.|Descriptions & Qualities|
2312|کلافه|kalāfa|adjective|neutral|frustrated|از این همه ترافیک کلافه شدم.|az īn hama trāfīk kalāfa shudam.|I got frustrated from all this traffic.|Descriptions & Qualities|
2313|نازپرورده|nāz-parwarda|adjective|formal|spoiled|او کودک نازپرورده‌ای است.|ō kōdak-i nāz-parwarda-ē ast.|He is a spoiled child.|Descriptions & Qualities|
2314|لوس|lōs|adjective|neutral|spoiled/bratty|بچه‌های لوس همیشه گریه می‌کنند.|bachahā-yi lōs hamēsha girya mēkunand.|Spoiled children always cry.|Descriptions & Qualities|
2315|سخت‌کوش|sakht-kōsh|adjective|formal|diligent|دانشجویان سخت‌کوش موفق می‌شوند.|dānishjōyān-i sakht-kōsh muwaffaq mēshawand.|Diligent students succeed.|Descriptions & Qualities|
2316|پشتکار|pushtkār|noun|neutral|perseverance|با پشتکار می‌توان به اهداف رسید.|bā pushtkār mētawān ba ahdāf rasīd.|With perseverance one can reach goals.|Abstract Concepts|
2317|پویا|pōyā|adjective|formal|dynamic|جامعه پویا همیشه در حال پیشرفت است.|jāmia-yi pōyā hamēsha dar hāl-i pēshraft ast.|A dynamic society is always progressing.|Descriptions & Qualities|
2318|رک|ruk|adjective|neutral|blunt/outspoken|من آدم رک و راستی هستم.|man ādam-i ruk wa rāstē hastam.|I am a blunt and honest person.|Descriptions & Qualities|
2319|خجسته|khujasta|adjective|formal|auspicious|روز خجسته‌ای بود.|rōz-i khujasta-ē būd.|It was an auspicious day.|Descriptions & Qualities|
2320|شوم|shōm|adjective|formal|ominous|سرنوشت شوم در انتظار آنها بود.|sarnawisht-i shōm dar intizār-i ānhā būd.|An ominous fate was waiting for them.|Descriptions & Qualities|
2321|مظلوم|mazlūm|adjective|neutral|oppressed/innocent|او همیشه مظلوم واقع می‌شود.|ō hamēsha mazlūm wāqi mēshawad.|He is always oppressed.|Law & Justice|
2322|عذرخواهی|uzr-khwāhī|noun|neutral|apology|من یک عذرخواهی به شما بدهکارم.|man yak uzr-khwāhī ba shumā bidihkāram.|I owe you an apology.|Abstract Concepts|
2323|شایستگی|shāyastagī|noun|formal|competence/merit|او با شایستگی به این مقام رسید.|ō bā shāyastagī ba īn maqām rasīd.|He reached this position with competence.|Abstract Concepts|
2324|لیاقت|liyāqat|noun|neutral|worthiness/merit|او لیاقت این جایزه را داشت.|ō liyāqat-i īn jāyiza rā dāsht.|He had the merit for this award.|Abstract Concepts|
2325|نبوغ|nubūgh|noun|formal|genius|نبوغ او در ریاضیات بی‌نظیر است.|nubūgh-i ō dar riyāziyāt bē-nazīr ast.|His genius in mathematics is unparalleled.|Abstract Concepts|
2326|آفرینش|āfarinish|noun|formal|creation|هنر آفرینش زیبایی است.|hunar āfarinish-i zēbāī ast.|Art is the creation of beauty.|Abstract Concepts|
2327|تنوع|tanawwu|noun|formal|diversity|تنوع در فرهنگ افغانستان بسیار است.|tanawwu dar farhang-i afghānistān bisyār ast.|Diversity in Afghanistan's culture is vast.|Abstract Concepts|
2328|واگرایی|wāgarāī|noun|formal|divergence|واگرایی سیاسی مضر است.|wāgarāī-yi siyāsī muzir ast.|Political divergence is harmful.|Abstract Concepts|
2329|خیرخواهی|khayr-khwāhī|noun|formal|benevolence|خیرخواهی صفت نیکویی است.|khayr-khwāhī sifat-i nēkōyē ast.|Benevolence is a good trait.|Abstract Concepts|
2330|مروت|muruwwat|noun|formal|manliness/generosity|او با مروت رفتار کرد.|ō bā muruwwat raftār kard.|He behaved with generosity.|Abstract Concepts|
2331|جوانمردی|jawānmardī|noun|formal|chivalry|جوانمردی در فرهنگ ما جایگاه ویژه‌ای دارد.|jawānmardī dar farhang-i mā jāygāh-i wēzha-ē dārad.|Chivalry has a special place in our culture.|Abstract Concepts|
2332|بی‌انصاف|bē-insāf|adjective|neutral|unfair|شخص بی‌انصاف دوستان زیادی ندارد.|shakhs-i bē-insāf dōstān-i ziyādē nadārad.|An unfair person does not have many friends.|Descriptions & Qualities|
2333|حق‌شناس|haq-shinās|adjective|formal|grateful|ما باید حق‌شناس باشیم.|mā bāyad haq-shinās bāshēm.|We must be grateful.|Descriptions & Qualities|
2334|نمک‌نشناس|namak-nashinās|adjective|neutral|ungrateful|او فردی نمک‌نشناس است.|ō fardē namak-nashinās ast.|He is an ungrateful person.|Descriptions & Qualities|
2335|شکرگزار|shukr-guzār|adjective|formal|thankful|من از خدا شکرگزارم.|man az khudā shukr-guzāram.|I am thankful to God.|Descriptions & Qualities|
2336|شاکی|shākī|adjective|neutral|complaining/plaintiff|او همیشه از وضعیت شاکی است.|ō hamēsha az waz'iyat shākī ast.|He is always complaining about the situation.|Descriptions & Qualities|
2337|گله‌مند|gila-mand|adjective|formal|complaining|مردم از کیفیت خدمات گله‌مند هستند.|mardum az kayfiyat-i khadamāt gila-mand hastand.|People are complaining about the quality of services.|Descriptions & Qualities|
2338|سرسخت|sarsakht|adjective|neutral|stubborn/tough|او یک رقیب سرسخت است.|ō yak raqīb-i sarsakht ast.|He is a tough rival.|Descriptions & Qualities|
2339|انعطاف‌پذیر|initāf-pazīr|adjective|formal|flexible|باید در برابر تغییرات انعطاف‌پذیر باشیم.|bāyad dar barābar-i taghyīrāt initāf-pazīr bāshēm.|We must be flexible to changes.|Descriptions & Qualities|
2340|سازگار|sāzgār|adjective|formal|compatible/adaptable|گیاهان با محیط سازگار می‌شوند.|giyāhān bā muhīt sāzgār mēshawand.|Plants become adaptable to the environment.|Descriptions & Qualities|
2341|ناسازگار|nā-sāzgār|adjective|formal|incompatible|این دو نفر با هم ناسازگار هستند.|īn dō nafar bā ham nā-sāzgār hastand.|These two people are incompatible with each other.|Descriptions & Qualities|
2342|درون‌گرا|darūn-garā|adjective|formal|introvert|برادرم فردی درون‌گرا است.|barādaram fardē darūn-garā ast.|My brother is an introvert.|Descriptions & Qualities|
2343|برون‌گرا|burūn-garā|adjective|formal|extrovert|افراد برون‌گرا در ارتباطات موفق‌ترند.|afrād-i burūn-garā dar irtibātāt muwaffaq-tarand.|Extroverts are more successful in communications.|Descriptions & Qualities|
2344|خویشتن‌دار|khwēshtan-dār|adjective|formal|self-restrained|در عصبانیت خویشتن‌دار باش.|dar asabāniyat khwēshtan-dār bāsh.|Be self-restrained in anger.|Descriptions & Qualities|
2345|بی‌اختیار|bē-ikhtiyār|adjective|neutral|involuntary/without control|بی‌اختیار شروع به گریه کردم.|bē-ikhtiyār shurū ba girya kardam.|I involuntarily started to cry.|Descriptions & Qualities|
2346|عزم|azm|noun|formal|determination|با عزم راسخ به جلو رفت.|bā azm-i rāsikh ba julaw raft.|He went forward with firm determination.|Abstract Concepts|
2347|تردید|tardīd|noun|formal|doubt|بدون تردید او بهترین است.|bidūn-i tardīd ō bihtarīn ast.|Without doubt he is the best.|Abstract Concepts|
2348|دودل|dōdil|adjective|neutral|hesitant|من در خرید این ماشین دودل هستم.|man dar kharīd-i īn māshīn dōdil hastam.|I am hesitant in buying this car.|Descriptions & Qualities|
2349|قاطع|qāti|adjective|formal|decisive|پاسخ او قاطع بود.|pāsukh-i ō qāti būd.|His answer was decisive.|Descriptions & Qualities|
2350|مردد|muraddad|adjective|formal|undecided/hesitant|او هنوز مردد است.|ō hanōz muraddad ast.|He is still undecided.|Descriptions & Qualities|
2351|متکی|muttakī|adjective|formal|reliant|او به خانواده‌اش متکی است.|ō ba khānawāda-ash muttakī ast.|He is reliant on his family.|Descriptions & Qualities|
2352|آزرده|āzurda|adjective|formal|offended|از سخنان او آزرده شدم.|az sukhanān-i ō āzurda shudam.|I was offended by his words.|Descriptions & Qualities|
2353|دلبستگی|dilbastagī|noun|formal|attachment|دلبستگی زیادی به این شهر دارم.|dilbastagī-yi ziyādē ba īn shahr dāram.|I have a great attachment to this city.|Abstract Concepts|
2354|منطق|manteq|noun|neutral|logic|او با منطق صحبت کرد.|ō bā manteq sohbat kard.|He spoke with logic.|Abstract Concepts|
2355|استدلال|estedlāl|noun|neutral|reasoning/argument|استدلال او بسیار قوی بود.|estedlāl-e ō besyār qawi būd.|His reasoning was very strong.|Abstract Concepts|
2356|نظریه|nazariya|noun|neutral|theory|این فقط یک نظریه است.|īn faqat yak nazariya ast.|This is just a theory.|Abstract Concepts|
2357|فرضیه|farziya|noun|neutral|hypothesis|فرضیه او هنوز ثابت نشده است.|farziya-e ō hanōz sābet nashuda ast.|His hypothesis has not been proven yet.|Abstract Concepts|
2358|واقعیت|wāqē'iyat|noun|neutral|reality|باید با واقعیت روبرو شویم.|bāyad bā wāqē'iyat rōbarō shawēm.|We must face reality.|Abstract Concepts|
2359|ماهیت|māhiyat|noun|neutral|nature/essence|ماهیت این مشکل چیست؟|māhiyat-e īn mushkel chīst?|What is the nature of this problem?|Nature & Environment|
2360|پدیده|padīda|noun|neutral|phenomenon|این یک پدیده نادر است.|īn yak padīda-e nāder ast.|This is a rare phenomenon.|Abstract Concepts|
2361|مفهوم|mafhūm|noun|neutral|concept|این مفهوم برای من جدید است.|īn mafhūm barāy-e man jadīd ast.|This concept is new to me.|Abstract Concepts|
2362|ذهنیت|zehniyat|noun|neutral|mindset|او ذهنیت مثبتی دارد.|ō zehniyat-e musbatī dārad.|He has a positive mindset.|Abstract Concepts|
2363|عینیت|ainiyat|noun|neutral|objectivity|عینیت در روزنامه‌نگاری مهم است.|ainiyat dar rōznāmanigārī muhim ast.|Objectivity is important in journalism.|Abstract Concepts|
2364|آرمان|ārmān|noun|neutral|ideal/aspiration|صلح جهانی یک آرمان است.|sulh-e jahānī yak ārmān ast.|World peace is an ideal.|Abstract Concepts|
2365|آرمان‌گرایی|ārmāngarāyī|noun|neutral|idealism|آرمان‌گرایی گاهی غیرواقع‌بینانه است.|ārmāngarāyī gāhē ghayr-e-wāqē'bīnāna ast.|Idealism is sometimes unrealistic.|Abstract Concepts|
2366|واقع‌گرایی|wāqē'garāyī|noun|neutral|realism|ما به واقع‌گرایی نیاز داریم.|mā ba wāqē'garāyī niyāz dārēm.|We need realism.|Abstract Concepts|
2367|بدبینی|badbīnī|noun|neutral|pessimism|بدبینی باعث افسردگی می‌شود.|badbīnī bā'es-e afsurdagī mēshawad.|Pessimism causes depression.|Abstract Concepts|
2368|مطلق|mutlaq|adjective|neutral|absolute|هیچ حقیقت مطلق وجود ندارد.|hēch haqīqat-e mutlaq wujūd nadārad.|There is no absolute truth.|Descriptions & Qualities|
2369|نسبی|nasbī|adjective|neutral|relative|زمان یک مفهوم نسبی است.|zamān yak mafhūm-e nasbī ast.|Time is a relative concept.|Family & Relationships|
